id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
6653514997,81261.86000000,0.00007000,5.68833020,1788480001392,true,true
6653514998,81261.85000000,0.00100000,81.26185000,1788480001420,true,true
6653514999,81261.85000000,0.06153000,5000.04163050,1788480001648,true,true
6653515000,81261.85000000,0.00007000,5.68832950,1788480001753,true,true
6653515001,81261.85000000,0.00002000,1.62523700,1788480001753,true,true
6653515002,81261.85000000,0.00324000,263.28839400,1788480001756,true,true
6653515003,81261.85000000,0.00007000,5.68832950,1788480001756,true,true
6653515004,81261.85000000,0.00008000,6.50094800,1788480001756,true,true
6653515005,81261.85000000,0.00007000,5.68832950,1788480001756,true,true
6653515006,81261.85000000,0.00012000,9.75142200,1788480001756,true,true
6653515007,81261.85000000,0.00007000,5.68832950,1788480001756,true,true
6653515008,81261.85000000,0.00007000,5.68832950,1788480001756,true,true
6653515009,81261.85000000,0.00211000,171.46250350,1788480001756,true,true
6653515010,81261.85000000,0.00036000,29.25426600,1788480001757,true,true
6653515011,81261.85000000,0.00007000,5.68832950,1788480001757,true,true
6653515012,81261.85000000,0.00035000,28.44164750,1788480001757,true,true
6653515013,81261.85000000,0.00008000,6.50094800,1788480001811,true,true
6653515014,81261.85000000,0.00007000,5.68832950,1788480001811,true,true
6653515015,81261.85000000,0.00007000,5.68832950,1788480001811,true,true
6653515016,81261.85000000,0.00007000,5.68832950,1788480001811,true,true
6653515017,81261.84000000,0.00007000,5.68832880,1788480001811,true,true
6653515018,81261.84000000,0.00007000,5.68832880,1788480001811,true,true
6653515019,81260.72000000,0.00007000,5.68825040,1788480001811,true,true
6653515020,81260.62000000,0.00007000,5.68824340,1788480001811,true,true
6653515021,81260.62000000,0.00007000,5.68824340,1788480001811,true,true
6653515022,81260.01000000,0.00007000,5.68820070,1788480001811,true,true
6653515023,81260.02000000,0.00100000,81.26002000,1788480001822,false,true
6653515024,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515025,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515026,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515027,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515028,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515029,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515030,81260.01000000,0.00013000,10.56380130,1788480001895,true,true
6653515031,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515032,81260.01000000,0.00013000,10.56380130,1788480001895,true,true
6653515033,81260.01000000,0.00008000,6.50080080,1788480001895,true,true
6653515034,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515035,81260.01000000,0.00007000,5.68820070,1788480001895,true,true
6653515036,81260.00000000,0.00500000,406.30000000,1788480001895,true,true
6653515037,81260.00000000,0.00638000,518.43880000,1788480001895,true,true
6653515038,81260.00000000,0.00362000,294.16120000,1788480001895,true,true
6653515039,81260.00000000,0.00216000,175.52160000,1788480001895,true,true
6653515040,81260.00000000,0.00284000,230.77840000,1788480001988,true,true
6653515041,81260.00000000,0.00800000,650.08000000,1788480001988,true,true
6653515042,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515043,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515044,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515045,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515046,81260.00000000,0.00013000,10.56380000,1788480001988,true,true
6653515047,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515048,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515049,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515050,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515051,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515052,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515053,81260.00000000,0.00008000,6.50080000,1788480001988,true,true
6653515054,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515055,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515056,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515057,81260.00000000,0.00007000,5.68820000,1788480001988,true,true
6653515058,81259.99000000,0.00013000,10.56379870,1788480001988,true,true
6653515059,81259.99000000,0.00007000,5.68819930,1788480001988,true,true
6653515060,81259.99000000,0.00007000,5.68819930,1788480001988,true,true
6653515061,81259.80000000,0.00021000,17.06455800,1788480001988,true,true
6653515062,81259.55000000,0.00007000,5.68816850,1788480001988,true,true
6653515063,81259.51000000,0.00007000,5.68816570,1788480001988,true,true
6653515064,81259.51000000,0.00007000,5.68816570,1788480001988,true,true
6653515065,81259.30000000,0.00007000,5.68815100,1788480001988,true,true
6653515066,81259.30000000,0.00007000,5.68815100,1788480001988,true,true
6653515067,81259.15000000,0.00007000,5.68814050,1788480001988,true,true
6653515068,81259.15000000,0.00007000,5.68814050,1788480001988,true,true
6653515069,81258.40000000,0.00007000,5.68808800,1788480001988,true,true
6653515070,81258.40000000,0.00007000,5.68808800,1788480001988,true,true
6653515071,81258.20000000,0.00307000,249.46267400,1788480001988,true,true
6653515072,81258.01000000,0.00007000,5.68806070,1788480001988,true,true
6653515073,81258.01000000,0.00007000,5.68806070,1788480001988,true,true
6653515074,81258.01000000,0.00007000,5.68806070,1788480001988,true,true
6653515075,81258.00000000,0.01000000,812.58000000,1788480001988,true,true
6653515076,81258.00000000,0.00500000,406.29000000,1788480001988,true,true
6653515077,81258.00000000,0.00800000,650.06400000,1788480001988,true,true
6653515078,81258.00000000,0.00500000,406.29000000,1788480001988,true,true
6653515079,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515080,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515081,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515082,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515083,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515084,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515085,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515086,81258.00000000,0.00007000,5.68806000,1788480001988,true,true
6653515087,81257.85000000,0.00007000,5.68804950,1788480001988,true,true
6653515088,81257.85000000,0.00007000,5.68804950,1788480001988,true,true
6653515089,81257.35000000,0.00007000,5.68801450,1788480001988,true,true
6653515090,81257.35000000,0.00007000,5.68801450,1788480001988,true,true
6653515091,81257.09000000,0.00007000,5.68799630,1788480001988,true,true
6653515092,81257.09000000,0.00007000,5.68799630,1788480001988,true,true
6653515093,81256.86000000,0.00007000,5.68798020,1788480001988,true,true
6653515094,81256.61000000,0.01606000,1304.98115660,1788480001988,true,true
6653515095,81256.61000000,0.01350000,1096.96423500,1788480002220,true,true
6653515096,81256.62000000,0.00561000,455.84963820,1788480002278,false,true
6653515097,81256.62000000,0.00012000,9.75079440,1788480002810,false,true
6653515098,81256.61000000,0.00100000,81.25661000,1788480002983,true,true
6653515099,81256.61000000,0.00007000,5.68796270,1788480003112,true,true
6653515100,81256.61000000,0.00002000,1.62513220,1788480003112,true,true
6653515101,81256.62000000,0.00014000,11.37592680,1788480003116,false,true
6653515102,81256.62000000,0.00014000,11.37592680,1788480003289,false,true
6653515103,81256.61000000,0.00005000,4.06283050,1788480003387,true,true
6653515104,81256.61000000,0.00007000,5.68796270,1788480003387,true,true
6653515105,81256.61000000,0.00007000,5.68796270,1788480003387,true,true
6653515106,81256.61000000,0.00008000,6.50052880,1788480003387,true,true
6653515107,81256.61000000,0.00123000,99.94563030,1788480003387,true,true
6653515108,81256.62000000,0.00100000,81.25662000,1788480003387,false,true
6653515109,81256.62000000,0.00007000,5.68796340,1788480003527,false,true
6653515110,81256.62000000,0.00002000,1.62513240,1788480003527,false,true
6653515111,81256.62000000,0.00005000,4.06283100,1788480003992,false,true
6653515112,81256.62000000,0.00013000,10.56336060,1788480003992,false,true
6653515113,81256.62000000,0.00008000,6.50052960,1788480003992,false,true
6653515114,81256.62000000,0.00007000,5.68796340,1788480003992,false,true
6653515115,81256.62000000,0.00007000,5.68796340,1788480003992,false,true
6653515116,81256.62000000,0.00007000,5.68796340,1788480003992,false,true
